Rk,Player,Nation,Pos,Goals,Shots,SoT,G/Sh,G/SoT,
2144,Franco Russo,ARG,DF,0,0,0,0,0,
2145,Georginio Rutter,FRA,FW,0,0,0,0,0,
2146,Georginio Rutter,FRA,FW,2,2.41,1.25,0.07,0.14,
2147,Julian Ryerson,NOR,DF,0,1.39,0.43,0,0,
2148,Julian Ryerson,NOR,DF,1,1.25,0.5,0.2,0.5,
2149,Frederik Rønnow,DEN,GK,0,0,0,0,0,
2150,José Sá,POR,GK,0,0,0,0,0,
2151,Youssouf Sabaly,SEN,DF,0,0.45,0.09,0,0,
2152,Halid Šabanovi?,BIH,DFFW,0,0,0,0,0,
2153,Abdelhamid Sabiri,MAR,MFFW,1,2.45,0.78,0.04,0.13,
2154,Marcel Sabitzer,AUT,MF,0,3,1,0,0,
2155,Marcel Sabitzer,AUT,MF,1,2.14,0.71,0.07,0.2,
2156,Falaye Sacko,MLI,DF,0,0.21,0,0,0,
2157,Umar Sadiq,NGA,FW,2,2.59,1.11,0.29,0.67,
2158,Umar Sadiq,NGA,FW,1,1.11,1.11,1,1,
2159,Alexis Saelemaekers,BEL,FWDF,0,1.45,0.39,0,0,
2160,Wesley Saïd,FRA,FWMF,5,3.64,1.36,0.21,0.56,
2161,Allan Saint-Maximin,FRA,FW,1,2.39,0.85,0.06,0.17,
2162,Théo Sainte-Luce,FRA,DF,1,0.77,0.51,0.33,0.5,
2163,Samuel Sáiz,ESP,MF,2,0.74,0.37,0,0,
2164,Bukayo Saka,ENG,FW,7,2.45,0.75,0.12,0.4,
2165,Hamza Sakhi,MAR,MF,1,1.61,0.46,0.04,0.13,
2166,Mamadou Sakho,FRA,DF,1,0.53,0.35,0.33,0.5,
2167,Jacopo Sala,ITA,MF,0,0,0,0,0,
2168,Ibrahim Salah,BEL,MF,0,0,0,0,0,
2169,Mohamed Salah,EGY,FW,7,3.15,1.22,0.11,0.29,
2170,Amine Salama,FRA,FWMF,3,1.8,0.72,0.15,0.38,
2171,William Saliba,FRA,DF,2,0.24,0.14,0.4,0.67,
2172,Dikeni Salifou,TOG,MF,0,0,0,0,0,
2173,Mohammed Salisu,GHA,DF,0,0.76,0.19,0,0,
2174,Roland Sallai,HUN,MFFW,0,3.4,0.94,0,0,
2175,Yoann Salmier,GUF,DF,1,0.53,0.16,0.1,0.33,
2176,Salvi,ESP,FWMF,0,0.65,0.65,0,0,
2177,Lazar Samardzic,GER,MF,4,3.33,1.29,0.13,0.33,
2178,Diadie Samassékou,MLI,MFFW,0,0,0,0,0,
2179,Mama Samba Baldé,GNB,FW,9,3.14,0.97,0.15,0.47,
2180,Brice Samba,CGO,GK,0,0,0,0,0,
2181,Albert Sambi Lokonga,BEL,MF,0,0,0,0,0,
2182,Albert Sambi Lokonga,BEL,MF,0,0,0,0,0,
2183,Junior Sambia,FRA,DFMF,0,1.43,0.57,0,0,
2184,Samuel,BRA,FWMF,2,2.73,1.06,0.04,0.1,
2185,Fede San Emeterio,ESP,MF,0,0.28,0,0,0,
2186,Antonio Sanabria,PAR,FW,4,2.15,0.74,0.15,0.44,
2187,Leandro Sanca,POR,FWMF,0,0,0,0,0,
2188,Oihan Sancet,ESP,MF,8,2.04,0.7,0.22,0.64,
2189,Renato Sanches,POR,MF,2,1.28,0.85,0.33,0.5,
2190,Alexis Sánchez,CHI,FW,9,2.39,1.1,0.21,0.44,
2191,Antonio Sánchez,ESP,MF,0,1.41,0.7,0,0,
2192,Davinson Sánchez,COL,DF,0,0.63,0.31,0,0,
2193,Iván Sánchez,ESP,MFFW,0,1.52,0.63,0,0,
2194,Javi Sánchez,ESP,DF,1,0.5,0.06,0.13,1,
2195,Manuel Sánchez,ESP,DF,0,0.54,0.11,0,0,
2196,Robert Sánchez,ESP,GK,0,0,0,0,0,
2197,Jadon Sancho,ENG,FW,3,0.96,0.6,0.38,0.6,
2198,Alex Sandro,BRA,DF,0,0.24,0,0,0,
2199,Leroy Sané,GER,MFFW,6,3.68,1.47,0.12,0.3,
2200,Sidi Sané,GER,FW,0,0,0,0,0,
2201,Morgan Sanson,FRA,MF,0,0,0,0,0,
2202,Morgan Sanson,FRA,MF,0,0.95,0,0,0,
2203,Nicola Sansone,ITA,FW,1,2.98,0.64,0.07,0.33,
2204,Baptiste Santamaria,FRA,MF,1,1.05,0.58,0.11,0.2,
2205,Riccardo Saponara,ITA,FW,2,2.84,0.99,0.09,0.25,
2206,Pablo Sarabia,ESP,FW,0,2.27,0,0,0,
2207,Pablo Sarabia,ESP,FWMF,0,1.46,0.49,0,0,
2208,Muhammed Saracevic Cham,AUT,MF,4,2.13,0.74,0.1,0.3,
2209,Jeremy Sarmiento,ECU,MF,0,2.78,1.11,0,0,
2210,Amin Sarr,SWE,FWMF,0,1.67,1.67,0,0,
2211,Malang Sarr,FRA,DF,0,0,0,0,0,
2212,Martin Satriano,URU,FW,1,2.1,0.58,0.03,0.13,
2213,Téji Savanier,FRA,MF,7,1.79,0.69,0.13,0.33,
2214,Esteban Saveljich,MNE,FW,0,0,0,0,0,
2215,Stefan Savi?,MNE,DF,0,0,0,0,0,
2216,Joe Scally,USA,DF,0,0.3,0.06,0,0,
2217,Giorgio Scalvini,ITA,DF,2,0.73,0.29,0.2,0.5,
2218,Gianluca Scamacca,ITA,FW,3,2.91,0.97,0.1,0.3,
2219,Gustavo Scarpa,BRA,MFFW,0,3.33,0.56,0,0,
2220,Kevin Schade,GER,FWMF,0,0,0,0,0,
2221,Kevin Schade,GER,FWMF,1,2,0.5,0.25,1,
2222,András Schäfer,HUN,MF,0,0.71,0.12,0,0,
2223,Fabian Schär,SUI,DF,1,1.54,0.43,0.03,0.11,
2224,Derry Scherhant,GER,FW,0,1.88,0,0,0,
2225,Patrik Schick,CZE,FW,2,2.95,1.26,0.07,0.17,
2226,Kingsley Schindler,GER,DFMF,0,0,0,0,0,
2227,Xaver Schlager,AUT,MF,1,0.29,0.07,0.25,1,
2228,Keven Schlotterbeck,GER,DF,0,0,0,0,0,
2229,Keven Schlotterbeck,GER,DF,1,0.94,0.31,0.33,1,
2230,Nico Schlotterbeck,GER,DF,3,0.67,0.21,0.23,0.75,
2231,Jeffrey Schlupp,GHA,MF,1,0.88,0.33,0.06,0.17,
2232,Kasper Schmeichel,DEN,GK,0,0,0,0,0,
2233,Romano Schmid,AUT,MF,0,0.86,0,0,0,
2234,Niklas Schmidt,GER,MF,1,1.61,0.54,0.11,0.33,
2235,Benno Schmitz,GER,DF,1,0.32,0.06,0.2,1,
2236,Jerdy Schouten,NED,MF,0,0.31,0.08,0,0,
2237,Perr Schuurs,NED,DF,0,0.53,0.08,0,0,
2238,Marvin Schwäbe,GER,GK,0,0,0,0,0,
2239,Alexander Schwolow,GER,GK,0,0.06,0,0,0,
2240,Demba Seck,SEN,FWMF,0,1.75,0.5,0,0,
2241,Haris Seferovi?,SUI,MF,0,0,0,0,0,
2242,Jacopo Segre,ITA,DF,0,0,0,0,0,
2243,Paul Seguin,GER,MF,1,1.22,0.41,0.17,0.5,
2244,Alidu Seidu,GHA,DF,0,0.26,0.05,0,0,
2245,Davie Selke,GER,FW,1,1.61,0.97,0,0,
2246,Davie Selke,GER,FW,0,0,0,0,0,
2247,Matz Sels,BEL,GK,0,0,0,0,0,
2248,Nélson Semedo,POR,DF,0,0.21,0,0,0,
2249,Vivaldo Semedo,POR,FW,0,0,0,0,0,
2250,Antoine Semenyo,GHA,FWMF,0,0.91,0,0,0,
2251,Marvin Senaya,TOG,DF,0,0,0,0,0,
2252,Marcos Senesi,ARG,DF,1,0.13,0.06,0.5,1,
2253,Stefano Sensi,ITA,MF,2,1.21,0.56,0.15,0.33,
2254,Jaime Seoane,ESP,MF,0,0.63,0,0,0,
2255,Luigi Sepe,ITA,GK,0,0,0,0,0,
2256,Suat Serdar,GER,MF,4,1.29,0.36,0.22,0.8,
2257,Leonardo Sernicola,ITA,DF,1,1.19,0.26,0.06,0.25,
2258,Ryan Sessegnon,ENG,DF,2,2,0.67,0.11,0.33,
2259,Stephan El Shaarawy,ITA,DFMF,3,2.15,1.14,0.18,0.33,
2260,Luke Shaw,ENG,DF,1,0.36,0.18,0.17,0.33,
2261,Jonjo Shelvey,ENG,MF,0,0,0,0,0,
2262,Jonjo Shelvey,ENG,MF,0,0,0,0,0,
2263,Eldor Shomurodov,UZB,FW,0,1.67,0,0,0,
2264,Eldor Shomurodov,UZB,FW,0,4.62,2.31,0,0,
2265,Kaj Sierhuis,NED,FW,0,0,0,0,0,
2266,Vincent Sierro,SUI,MFFW,0,0,0,0,0,
2267,Kiliann Sildillia,FRA,DFMF,0,0.5,0,0,0,
2268,André Silva,POR,FW,4,2.93,1.28,0.1,0.24,
2269,Bernardo Silva,POR,MFFW,2,1.08,0.32,0.12,0.4,
2270,Caio Henrique Oliveira Silva,BRA,DF,1,0.47,0.32,0.11,0.17,
2271,David Silva,ESP,MF,1,1.21,0.65,0.07,0.13,
2272,Rui Silva,POR,GK,0,0,0,0,0,
2273,Thiago Silva,BRA,DF,0,0.5,0.05,0,0,
2274,Marco Silvestri,ITA,GK,0,0,0,0,0,
2275,Abdallah Sima,SEN,FW,2,2.33,0.49,0.08,0.4,
2276,Mohamed Simakan,FRA,DF,1,0.76,0.22,0.14,0.5,
2277,Giovanni Simeone,ARG,FW,3,2.5,2,0.6,0.75,
2278,Ellis Simms,ENG,FW,0,0,0,0,0,
2279,Eduardo Simões,POR,DF,0,0,0,0,0,
2280,Moses Simon,NGA,FWMF,5,1.32,0.34,0.17,0.67,
2281,Unai Simón,ESP,GK,0,0,0,0,0,
2282,Lassine Sinayoko,MLI,MFFW,0,2.05,0.45,0,0,
2283,Wilfried Singo,CIV,DF,0,1.18,0.25,0,0,
2284,Luis Sinisterra,COL,FW,2,2.17,0.83,0.15,0.4,
2285,Daley Sinkgraven,NED,DFMF,0,1.03,0.34,0,0,
2286,Tobias Sippel,GER,GK,0,0,0,0,0,
2287,Hugo Siquet,BEL,DF,0,0,0,0,0,
2288,Ibrahima Sissoko,FRA,MF,0,1.11,0,0,0,
2289,Moussa Sissoko,FRA,MF,1,0.79,0.24,0.1,0.33,
2290,Tim Skarke,GER,DFMF,0,6.67,3.33,0,0,
2291,Tim Skarke,GER,FWMF,0,2.92,0.83,0,0,
2292,Ellyes Skhiri,TUN,MF,3,1.07,0.23,0.16,0.75,
2293,Oliver Skipp,ENG,MF,0,0.45,0.45,0,0,
2294,Leo Skiri Østigård,NOR,DF,0,0.83,0,0,0,
2295,?ukasz Skorupski,POL,GK,0,0,0,0,0,
2296,Robert Skov,DEN,DF,3,2.91,0.85,0.03,0.1,
2297,Milan Škriniar,SVK,DF,0,0.43,0.11,0,0,
2298,Naatan Skyttä,FIN,MF,0,3.33,0,0,0,
2299,Islam Slimani,ALG,FW,1,1.27,0.18,0.07,0.5,
2300,Chris Smalling,ENG,DF,3,0.55,0.14,0.25,1,
2301,Adam Smith,ENG,DF,0,0.15,0.05,0,0,
2302,Emile Smith Rowe,ENG,MFFW,0,3.33,1.67,0,0,
2303,Hrvoje Smol?i?,CRO,DF,0,0.31,0,0,0,
2304,Cédric Soares,POR,DF,0,0,0,0,0,
2305,Cédric Soares,POR,DF,0,0,0,0,0,
2306,Danilo Soares,BRA,DF,0,0.08,0,0,0,
2307,Eduard Sobol,UKR,DFMF,0,0.5,0,0,0,
2308,Rubén Sobrino,ESP,FWMF,1,1.3,0.61,0.06,0.13,
2309,Alex Sola,ESP,DF,0,1.29,0.32,0,0,
2310,Dominic Solanke,ENG,FWMF,3,2.26,1.01,0.08,0.19,
2311,Augusto Solari,ARG,MFFW,0,0.91,0,0,0,
2312,Ola Solbakken,NOR,MFFW,0,0,0,0,0,
2313,Nikola Soldo,CRO,DF,0,1.07,0,0,0,
2314,Carlos Soler,ESP,MF,1,1.48,0.37,0,0,
2315,Carlos Soler,ESP,MF,2,0.86,0.49,0.29,0.5,
2316,François-Joseph Sollacaro,FRA,GK,0,0,0,0,0,
2317,Manor Solomon,ISR,FW,1,2.22,2.22,0.5,0.5,
2318,Yann Sommer,SUI,GK,0,0,0,0,0,
2319,Yann Sommer,SUI,GK,0,0,0,0,0,
2320,Brandon Soppy,FRA,DF,0,2,1,0,0,
2321,Brandon Soppy,FRA,DF,0,0.86,0.17,0,0,
2322,David Soria,ESP,GK,0,0,0,0,0,
2323,Roberto Soriano,ITA,FWMF,0,0.79,0.09,0,0,
2324,Borna Sosa,CRO,DFMF,0,0.82,0.27,0,0,
2325,Joaquin Sosa,URU,DF,0,0.71,0.36,0,0,
2326,Florian Sotoca,FRA,MFFW,6,2.76,0.9,0.09,0.28,
2327,Riccardo Sottil,ITA,FW,0,2.5,1.46,0,0,
2328,Tomáš Sou?ek,CZE,MF,1,1.03,0.33,0.05,0.17,
2329,Matìas Soulé,ARG,MFDF,0,1.92,1.15,0,0,
2330,Moussa Soumano,FRA,MFFW,1,5,2.5,0.5,1,
2331,Adama Soumaoro,FRA,DF,0,0.15,0.07,0,0,
2332,Boubakary Soumaré,FRA,MF,0,0.11,0,0,0,
2333,Arnaud Souquet,FRA,DFFW,0,0.25,0,0,0,
2334,Dyego Sousa,POR,FW,0,2.56,0.77,0,0,
2335,Harry Souttar,AUS,DF,0,0,0,0,0,
2336,Vinicius Souza,BRA,MF,0,0.24,0.06,0,0,
2337,Djibril Sow,SUI,MF,2,0.76,0.24,0.15,0.5,
2338,Çaðlar Söyüncü,TUR,DF,0,0,0,0,0,
2339,Kevin Spadanuda,SUI,MFFW,0,0.56,0,0,0,
2340,Djed Spence,ENG,FWDF,0,10,0,0,0,
2341,Djed Spence,ENG,DF,0,1.11,0,0,0,
2342,Stijn Spierings,NED,MF,2,0.82,0.14,0.11,0.67,
2343,Leonardo Spinazzola,ITA,DF,0,0.44,0.22,0,0,
2344,Marco Sportiello,ITA,GK,0,0,0,0,0,
2345,Jack Stacey,ENG,DF,0,0.3,0,0,0,
2346,Anton Stach,GER,MF,1,1.57,0.52,0.05,0.14,
2347,Kostas Stafylidis,GRE,MFDF,0,1.43,0,0,0,
2348,Jens Stage,DEN,MF,1,0.64,0.32,0.17,0.33,
2349,Josip Staniši?,CRO,DF,0,0,0,0,0,
2350,Junior Stanislas,ENG,MF,0,1.43,0,0,0,
2351,Jay Stansfield,ENG,FW,0,2,0,0,0,
2352,Niklas Stark,GER,DF,0,0.17,0.08,0,0,
2353,Calvin Stengs,NED,FW,0,1.25,0.42,0,0,
2354,Pascal Stenzel,GER,DF,0,0.57,0,0,0,
2355,Jack Stephens,ENG,DF,0,0,0,0,0,
2356,Jack Stephens,ENG,DF,0,0,0,0,0,
2357,Raheem Sterling,ENG,FWMF,4,1.65,0.79,0.19,0.4,
2358,Angelo Stiller,GER,MF,0,0.65,0.22,0,0,
2359,Lars Stindl,GER,FWMF,4,2.32,1.01,0.17,0.4,
2360,Kevin Stöger,AUT,MF,1,1.69,0.23,0.03,0.25,
2361,Petar Stojanovi?,SVN,DF,0,0.38,0.08,0,0,
2362,John Stones,ENG,DF,0,0.53,0.08,0,0,
2363,Jørgen Strand Larsen,NOR,FW,2,2.25,0.72,0.08,0.25,
2364,Gabriel Strefezza,BRA,FWMF,7,2.2,0.88,0.17,0.43,
2365,Dávid Strelec,SVK,FW,0,1.58,0.53,0,0,
2366,Pascal Struijk,NED,DF,2,0.7,0.32,0.15,0.33,
2367,Cristhian Stuani,URU,FW,5,2.64,1.53,0.11,0.18,
2368,Damián Suárez,URU,DF,1,0.2,0.1,0.5,1,
2369,Denis Suárez,ESP,MF,0,0,0,0,0,
2370,Mario Suárez,ESP,DFMF,0,0,0,0,0,
2371,Gabriel Suazo,CHI,DF,0,0,0,0,0,
2372,Isaac Success,NGA,FW,0,1.62,0.14,0,0,
2373,Niklas Süle,GER,DF,1,1.09,0.39,0.07,0.2,
2374,Ibrahim Sulemana,GHA,MF,0,2,0.75,0,0,
2375,Kamaldeen Sulemana,GHA,FWMF,0,4.67,0.67,0,0,
2376,Kamaldeen Sulemana,GHA,FWMF,1,3.61,0.83,0.08,0.33,
2377,Crysencio Summerville,NED,FW,4,1.73,0.67,0.31,0.8,
2378,Ivan Šunji?,CRO,MF,0,0.57,0.28,0,0,
2379,Sam Surridge,ENG,FW,1,3.1,0.69,0.11,0.5,
2380,Suso,ESP,FWMF,0,2,0.86,0,0,
2381,Mattias Svanberg,SWE,MF,2,1.43,0.54,0.13,0.33,
2382,Williot Swedberg,SWE,MF,0,0,0,0,0,
2383,Issiaga Sylla,GUI,DF,0,0,0,0,0,
2384,Issiaga Sylla,GUI,DF,0,0.59,0.2,0,0,
2385,Wojciech Szcz?sny,POL,GK,0,0,0,0,0,
2386,Dominik Szoboszlai,HUN,MFFW,3,1.67,0.93,0.12,0.21,
2387,Alexander Sørloth,NOR,FW,8,2.39,1.27,0.24,0.44,
2388,Alexander Sørloth,NOR,FW,0,0,0,0,0,
2389,Nicolás Tagliafico,ARG,DF,1,0.71,0.2,0.07,0.25,
2390,Jonathan Tah,GER,DF,1,0.42,0.12,0.14,0.5,
2391,Benjamin Tahirovic,SWE,MF,0,0,0,0,0,
2392,Waniss Taibi,FRA,MF,0,0.53,0,0,0,
2393,Flavien Tait,FRA,MF,2,1.26,0.4,0.11,0.33,
2394,Montassar Talbi,TUN,DF,1,0.18,0.09,0.25,0.5,
2395,Adrien Tameze,CMR,MF,0,0.4,0.06,0,0,
2396,Japhet Tanganga,ENG,DF,0,0,0,0,0,
2397,Renato Tapia,PER,MF,0,0.52,0.26,0,0,
2398,Edmond Tapsoba,BFA,DF,1,0.41,0,0,0,
2399,Florian Tardieu,FRA,MF,3,0.89,0.18,0,0,
2400,Matt Targett,ENG,DF,0,0.21,0,0,0,
2401,James Tarkowski,ENG,DF,1,0.71,0.29,0.07,0.17,
2402,Ciprian T?t?ru?anu,ROU,GK,0,0,0,0,0,
2403,Niklas Tauer,GER,DFMF,0,1,0,0,0,
2404,Nuno Tavares,POR,DFMF,5,2.48,0.79,0.12,0.38,
2405,Marcus Tavernier,ENG,MFFW,2,1.78,0.62,0.08,0.22,
2406,Enzo Tchato,CMR,DF,1,0.29,0.1,0.33,1,
2407,Aurélien Tchouaméni,FRA,MF,0,1.44,0.17,0,0,
2408,Mathys Tel,FRA,FW,3,4.64,2.14,0.23,0.5,
2409,Semir Telalovic,GER,MF,0,0,0,0,0,
2410,Alex Telles,BRA,DF,0,0.48,0,0,0,
2411,Marc-André ter Stegen,GER,GK,0,0,0,0,0,
2412,Simon Terodde,GER,FW,3,2.25,0.92,0.09,0.23,
2413,Filippo Terracciano,ITA,DFMF,0,0.52,0.34,0,0,
2414,Pietro Terracciano,ITA,GK,0,0,0,0,0,
2415,Ramón Terrats,ESP,MF,0,1.67,0,0,0,
2416,Martin Terrier,FRA,FWMF,9,3.2,1.84,0.19,0.33,
2417,Aleksa Terzi?,SRB,DF,0,1.35,0.27,0,0,
2418,Tetê,BRA,FW,1,2.78,0.56,0.2,1,
2419,Tetê,BRA,FWMF,6,2.44,1.06,0.2,0.46,
2420,Kenny Tete,NED,DF,0,0.38,0.19,0,0,
2421,Florian Thauvin,FRA,MFDF,0,0,0,0,0,
2422,Arthur Theate,BEL,DF,2,0.55,0.23,0.17,0.4,
2423,Malick Thiaw,GER,DF,0,0.38,0.38,0,0,
2424,Malick Thiaw,GER,DF,0,0.67,0.33,0,0,
2425,Jan Thielmann,GER,FW,1,1.55,0.69,0.11,0.25,
2426,Sada Thioub,SEN,FWMF,0,1.15,0,0,0,
2427,Luke Thomas,ENG,DF,0,0.26,0,0,0,
2428,Adrien Thomasson,FRA,MF,0,1.63,0.48,0,0,
2429,Adrien Thomasson,FRA,MFFW,1,3.57,1.43,0.2,0.5,
2430,Morten Thorsby,NOR,MF,1,1.6,0.6,0.13,0.33,
2431,Kristian Thorstvedt,NOR,MF,1,1.43,0.61,0.07,0.17,
2432,Marcus Thuram,FRA,FW,10,3.41,1.73,0.16,0.32,
2433,Khéphren Thuram-Ulie,FRA,MF,1,1.08,0.28,0.05,0.2,
2434,Alexis Tibidi,FRA,FW,0,0,0,0,0,
2435,Youri Tielemans,BEL,MF,3,1.2,0.38,0.09,0.29,
2436,Kieran Tierney,SCO,DF,0,0.96,0.38,0,0,
2437,Steffen Tigges,GER,FW,5,1.7,0.57,0.28,0.83,
2438,Jean-Clair Todibo,FRA,DF,0,0.21,0.05,0,0,
2439,Harry Toffolo,ENG,DF,0,0.44,0,0,0,
2440,Umut Tohumcu,GER,MF,0,2.5,0,0,0,
2441,Karl Toko Ekambi,CMR,FWMF,0,1.25,0.63,0,0,
2442,Karl Toko Ekambi,CMR,FWMF,4,2.73,1.27,0.1,0.21,
2443,Corentin Tolisso,FRA,MF,0,0.97,0.29,0,0,
2444,Jeremy Toljan,GER,DF,0,0.21,0,0,0,
2445,Rafael Tolói,ITA,DF,1,0.81,0.25,0.08,0.25,
2446,Raúl de Tomás,ESP,FW,0,10,0,0,0,
2447,Tiago Tomás,POR,FWMF,2,2.07,0.87,0.11,0.25,
2448,Takehiro Tomiyasu,JPN,DF,0,0.18,0,0,0,
2449,James Tomkins,ENG,DF,1,0.74,0.37,0.5,1,
2450,Fikayo Tomori,ENG,DF,1,0.34,0.17,0.17,0.33,
2451,Sandro Tonali,ITA,MF,2,1.26,0.57,0.09,0.2,
2452,Ivan Toney,ENG,FW,14,2.76,1.01,0.18,0.5,
2453,Pablo Torre,ESP,FW,0,0,0,0,0,
2454,David Torres,ESP,DF,0,0,0,0,0,
2455,Ferrán Torres,ESP,FW,2,3.75,0.97,0.07,0.29,
2456,Óliver Torres,ESP,MFFW,3,1.03,0.26,0.19,0.75,
2457,Pau Torres,ESP,DF,0,0.29,0,0,0,
2458,Roberto Torres,ESP,FWMF,0,0,0,0,0,
2459,Lucas Torró,ESP,MF,0,1.08,0.18,0,0,
2460,Nabil Touaizi,MAR,MF,0,0,0,0,0,
2461,Almamy Touré,MLI,DF,0,0.56,0,0,0,
2462,Birama Touré,MLI,MF,0,0.69,0.14,0,0,
2463,Souleymane Touré,FRA,DF,0,0,0,0,0,
2464,Souleymane Touré,FRA,DF,0,0.51,0,0,0,
2465,Lucas Tousart,FRA,MF,2,1.19,0.34,0.1,0.33,
2466,Yoann Touzghar,TUN,FW,0,0.7,0,0,0,
2467,Adama Traoré,ESP,FWMF,1,1.3,0.3,0.08,0.33,
2468,Boubacar Traoré,MLI,MF,0,0.7,0,0,0,
2469,Charles Traore,MLI,DF,0,0,0,0,0,
2470,Hamari Traoré,MLI,DF,1,0.99,0.33,0.06,0.17,
2471,Kevin Trapp,GER,GK,0,0,0,0,0,
2472,Mark Travers,IRL,GK,0,0,0,0,0,
2473,Óscar Trejo,ARG,MFFW,2,0.67,0.22,0.11,0.33,
2474,Manu Trigueros,ESP,MFFW,0,0.71,0.24,0,0,
2475,Christopher Trimmel,AUT,DF,0,0.68,0.08,0,0,
2476,Kieran Trippier,ENG,DF,1,0.37,0.09,0.13,0.5,
2477,William Troost-Ekong,NGA,DF,0,0,0,0,0,
2478,Leandro Trossard,BEL,FW,1,5,2.5,0.25,0.5,
2479,Leandro Trossard,BEL,FWMF,7,2.6,1.16,0.18,0.41,
2480,Adrien Truffert,FRA,DF,0,0.4,0.11,0,0,
2481,Frank Tsadjout,ITA,FWMF,0,2.5,1.67,0,0,
2482,Kostas Tsimikas,GRE,DF,0,1.4,0.4,0,0,
2483,Theocharis Tsingaras,GRE,MF,0,0,0,0,0,
2484,Viktor Tsyhankov,UKR,MF,0,0,0,0,0,
2485,Alessandro Tuia,ITA,DF,0,0.91,0.45,0,0,
2486,Beñat Turrientes,ESP,MFFW,0,0,0,0,0,
2487,Tuta,BRA,DF,1,0.34,0.11,0.17,0.5,
2488,Iyenoma Udogie,ITA,DF,2,1.04,0.25,0.12,0.5,
2489,Ike Ugbo,CAN,FWMF,1,1.78,0.67,0.13,0.33,
2490,Chimuanya Ugochukwu,FRA,MF,0,0.33,0.11,0,0,
2491,Sven Ulreich,GER,GK,0,0,0,0,0,
2492,Lauren Ulrich,GER,MF,0,0,0,0,0,
2493,Samuel Umtiti,FRA,DF,0,0.29,0,0,0,
2494,Enes Ünal,TUR,FW,6,2.34,0.73,0.11,0.36,
2495,Deniz Undav,GER,FWMF,0,4.23,1.15,0,0,
2496,Cengiz Ünder,TUR,MFDF,1,2.75,0.8,0,0,
2497,Dayot Upamecano,FRA,DF,0,0.26,0.05,0,0,
2498,Filip Uremovi?,CRO,DF,0,0.46,0.11,0,0,
2499,Oscar Ureña,ESP,MF,0,0.91,0.91,0,0,
2500,Jere Uronen,FIN,DF,0,0.3,0,0,0,
2501,Jere Uronen,FIN,DF,0,0.7,0,0,0,
2502,Mark Uth,GER,MFFW,0,2,2,0,0,
2503,Josha Vagnoman,GER,DFMF,0,1.03,0,0,0,
2504,Diego Valencia,CHI,MFFW,0,0.53,0.53,0,0,
2505,Óscar Valentín,ESP,MF,0,0.66,0,0,0,
2506,Emanuele Valeri,ITA,DFFW,1,1.39,0.18,0.04,0.33,
2507,Valery,ESP,MFDF,0,0.63,0,0,0,
2508,Yan Valery,TUN,DF,0,0,0,0,0,
2509,Yan Valery,TUN,DF,0,0.5,0.08,0,0,
2510,Enrique Valiente,ESP,DF,1,0.73,0.24,0.33,1,
2511,Martin Valjent,SVK,DF,0,0.06,0,0,0,
2512,Manu Vallejo,ESP,FWMF,0,0.43,0.43,0,0,
2513,Mattia Valoti,ITA,MF,0,0.37,0,0,0,
2514,Federico Valverde,URU,FWMF,6,2.41,0.88,0.15,0.4,
2515,Virgil van Dijk,NED,DF,2,1.09,0.3,0.11,0.4,
2516,Vanderson,BRA,DF,0,0.9,0.28,0,0,
2517,Raphaël Varane,FRA,DF,0,0.35,0.14,0,0,
2518,Jamie Vardy,ENG,FW,1,1.22,0.53,0.06,0.14,
2519,Ruben Vargas,SUI,MFFW,1,1.07,0.18,0.17,1,
2520,Johan Vásquez,MEX,DF,0,0.71,0,0,0,
2521,Jesus Vazquez,ESP,DFMF,0,1.58,0,0,0,
2522,Kevin Vázquez,ESP,MFDF,0,0,0,0,0,
2523,Lucas Vázquez,ESP,DF,2,1.49,0.64,0.29,0.67,
2524,Matías Vecino,URU,MF,1,1.48,0.28,0.06,0.33,
2525,Gabriel Veiga,ESP,MF,6,2.7,1.48,0.19,0.35,
2526,Renato Veiga,POR,DF,0,1.43,0,0,0,
2527,Miloš Veljkovi?,SRB,DF,1,0.14,0.07,0.5,1,
2528,Miguel Veloso,POR,MF,0,1.38,0.21,0,0,
2529,Joël Veltman,NED,DF,0,0.33,0.07,0,0,
2530,Mickey van de Ven,NED,DF,1,0.45,0.05,0.11,1,
2531,Unai Vencedor Paris,ESP,MF,0,1.88,0.63,0,0,
2532,Lorenzo Venuti,ITA,DF,0,0.65,0.65,0,0,
2533,Daniele Verde,ITA,FWMF,2,2.64,0.75,0.07,0.25,
2534,Simone Verdi,ITA,MF,1,2.18,0.55,0.08,0.33,
2535,Gonzalo Verdú,ESP,DF,1,1.04,0.42,0.2,0.5,
2536,Jordan Veretout,FRA,MF,3,0.95,0.42,0.19,0.43,
2537,Marco Verratti,ITA,MF,0,0.22,0.14,0,0,
2538,Valerio Verre,ITA,MF,0,1.87,0.4,0,0,
2539,Mikel Vesga,ESP,MF,2,0.73,0.06,0.08,1,
2540,Guglielmo Vicario,ITA,GK,0,0,0,0,0,
2541,João Victor,BRA,DF,0,0,0,0,0,
2542,Aleix Vidal,ESP,MFFW,0,0.37,0.25,0,0,
2543,Clément Vidal,FRA,DFMF,0,1.06,0.12,0,0,
2544,Nacho Vidal,ESP,DF,0,0.81,0.1,0,0,
2545,Gabriel Vidovic,CRO,FW,0,0,0,0,0,
2546,Fabio Vieira,POR,MFFW,1,2.33,0.67,0.14,0.5,
