name,position,goals,shots
Cheick Doukoure,MF,1,18
Clement Lenglet,DF,3,13
Jeison Murillo,DF,0,2
Gerard Piqué,DF,2,18
Sergi Roberto,DF,1,8
Samuel Umtiti,DF,1,9
Ousmane Dembélé,FW,3,21
Neto,GK,0,1
Santi Mina,FW,12,43
Denis Suárez,MF,2,12
Nolito,FW,4,38
Mikel Oyarzabal,FW,12,64
Rubén Blanco,GK,0,0
Hugo Mallo,DF,0,23
Iago Aspas,FW,22,94
Raúl García,DF,0,7
Cristhian Stuani,FW,21,73
Marc Bartra,DF,1,11
Sergio Canales,MF,4,67
Andrés Guardado,MF,2,33
Joaquín,FW,4,33
Sergio León,FW,11,65
Cristian Tello,FW,4,33
Víctor Ruiz,DF,2,5
Martín Montoya,DF,0,8
Víctor Camarasa,MF,1,21
Kévin Rodrigues,DF,1,14
Juanmi,FW,8,37
Nacho,DF,3,10
Marcelo,DF,2,33
Isco,MF,7,49
Marco Asensio,FW,6,56
Casemiro,MF,5,32
Toni Kroos,MF,5,41
Luka Modric,MF,1,35
Federico Valverde,MF,0,18
Lucas Vázquez,MF,4,33
Gareth Bale,FW,16,76
Karim Benzema,FW,5,63
Rubén Sobrino,FW,3,24
Florin Andone,FW,6,56
Iván Alejo,FW,1,13
Cala,DF,2,16
Darko Brasanac,MF,2,10
David Juncà,DF,0,3
Jonás Ramalho,DF,0,7
Juanpe,DF,5,23
Aleix García,MF,1,11
Paco Alcácer,FW,4,15
Daniel Parejo,MF,7,45
Sergio Asenjo,GK,0,0
Manu Trigueros,MF,3,28
Gerard Moreno,FW,16,105
Raba,MF,2,18
Gerónimo Rulli,GK,0,0
Rubén Peña,DF,1,12
Iván Cuéllar,GK,0,0
Rubén Pérez,MF,0,17
Ivan Rakitic,MF,1,28
Jesús Navas,FW,1,20
Nordin Amrabat,FW,2,37
Balenziaga,DF,0,3
Ander Capa,DF,0,6
Íñigo Lekue,DF,0,18
Unai Núñez,DF,1,21
Dani García,MF,0,20
Iñaki Williams,FW,7,74
Joan Jordán,MF,6,41
Youssef En-Nesyri,FW,4,45
Giménez,MF,1,12
Sime Vrsaljko,DF,0,3
Geoffrey Kondogbia,MF,4,28
Antonio Barragán,DF,0,9
Lucas Pérez,FW,8,54
Francisco Portillo,MF,2,20
Pablo Piatti,MF,2,30
Gerard Gumbau,MF,1,16
Johan Mojica,MF,0,22
Antoine Griezmann,FW,19,72
Luis Suárez,FW,25,121
Yannick Carrasco,MF,3,25
Daniel Torres,MF,0,4
Pedro Mosquera,MF,0,12
Ignasi Miquel,DF,0,10
Mikel Rico,MF,0,13
Carlos Bacca,FW,15,73
Sergio Escudero,DF,0,19
Jorge Molina,FW,7,64
Fernando Pacheco,GK,0,0
Rubén Duarte,DF,0,8
Víctor Laguardia,DF,2,5
Saúl Ñíguez,MF,2,53
Kepa,GK,0,0
Mateo Kovacic,MF,0,9
Borja Valle,FW,3,15
David Soria,GK,0,0
Damián Suárez,DF,1,10
Martín Aguirregabiria,DF,0,3
John Guidetti,FW,3,33
Gonzalo Escalante,MF,1,24
Jason,MF,1,33
Pere Pons,MF,0,14
Thomas Partey,MF,3,22
Guerrero,DF,4,30
David Timor,MF,2,12
Mauro Arambarri,MF,1,21
Papakouly Diop,MF,0,15
Enes Ünal,FW,6,44
Jonathan Viera,MF,4,39
Nemanja Radoja,MF,0,4
Coke,DF,3,11
Rúben Vezo,DF,0,3
Sergio Postigo,DF,1,7
Roger,DF,3,27
Fabián,MF,3,40
Raphael Varane,DF,0,10
Cristiano Ronaldo,FW,26,178
Luis Muriel,FW,7,58
Jozabed,MF,0,18
Enis Bardhi,MF,9,37
Philippe Coutinho,FW,8,37
Álvaro Odriozola,DF,0,8
Aissa Mandi,DF,1,14
Samu Castillejo,MF,6,56
Riza Durmisi,DF,2,18
Franco Vázquez,MF,4,55
Jefferson Lerma,MF,0,27
Antonio Sanabria,FW,8,24
Roberto Soriano,MF,0,21
Nicola Sansone,FW,5,15
Simone Zaza,FW,13,72
Leandro Chichizola,GK,0,0
Douglas Luiz,MF,0,10
Jan Oblak,GK,0,0
Marc-André ter Stegen,GK,0,0
Jordi Alba,DF,2,15
Aymeric Laporte,DF,0,8
Daniel Carvajal,DF,0,13
Daniel Wass,MF,4,52
Simon Kjaer,DF,2,9
Alen Halilovic,FW,2,38
Fabian Schär,DF,2,18
Marko Dmitrovic,GK,0,0
Nemanja Maksimovic,MF,0,7
Diego Llorente,DF,3,21
Stanislav Lobotka,MF,0,8
Pione Sisto,FW,5,52
Stefan Savic,DF,0,3
Rodri,MF,1,32
Koke,GK,4,29
Sergio Busquets,MF,1,5
Carlos Soler,MF,1,45
Rodrigo,FW,16,92
Pablo Fornals,MF,3,51
Pablo Sarabia,FW,6,58
Iñigo Martínez,DF,1,19
Cédric Bakambu,FW,9,31
Brais Méndez,MF,1,22
Maxime Poundje,DF,0,10
Ludovic Blas,MF,1,42
Clément Grenier,MF,2,48
Hilton,DF,0,16
Wesley Lautoa,DF,0,14
Loic Perrin,DF,1,13
Neven Subotic,DF,1,13
Yaya Sanogo,FW,3,46
Diego Benaglio,GK,0,0
Mathieu Bodmer,MF,1,13
Jérémy Sorbon,DF,1,6
Étienne Didot,MF,1,24
Florent Balmont,MF,0,5
Stéphane Ruffier,GK,0,0
Jonathan Bamba,FW,13,67
Jakob Johansson,MF,1,5
Nicolas Benezet,MF,3,28
Pierre-Yves Polomat,DF,0,5
Emiliano Sala,FW,12,36
Edgar Ié,DF,0,3
Abdoulaye Touré,MF,3,55
Nolan Roux,FW,2,38
Petar Skuletic,FW,1,33
Claudio Beauvue,FW,3,40
Mehdi Abeid,MF,3,37
Adrien Hunou,FW,7,26
Cheikh Ndoye,MF,0,39
Bakaye Dibassy,DF,1,11
Ludovic Butelle,GK,0,1
Christophe Kerbrat,DF,0,2
Robert Beric,FW,9,36
Remi Walter,MF,2,9
Luiz Araujo,FW,3,24
Samuel Grandsir,FW,0,7
Nacer Chadli,MF,0,2
Yann Karamoh,FW,3,37
Jimmy Durmaz,MF,4,41
Rene Krhin,MF,0,6
Damien Le Tallec,MF,3,34
Baissama Sankoh,MF,0,4
Yannis Salibur,FW,1,34
Lionel Carole,DF,0,8
Younousse Sankhare,MF,1,18
Mehdi Zeffane,DF,1,6
Valentin Rongier,MF,4,72
Herve Lybohy,DF,2,3
Umut Bozok,FW,2,30
Lebogang Phiri,MF,0,12
Emmanuel Imorou,DF,0,3
Enzo Crivelli,FW,6,21
François Moubandje,DF,0,7
Jean Eudes Aholou,MF,0,14
Gianluigi Buffon,GK,0,0
Benjamin Bourigeaud,MF,6,47
Lebo Mothiba,FW,10,36
Baptiste Santamaria,MF,1,24
Flavien Tait,MF,5,84
Alexis Blin,MF,1,7
Frederic Guilbert,DF,1,11
Dmitri Lienard,MF,0,22
Jonas Martin,MF,3,20
Ibrahima Sissoko,MF,3,28
Adrien Thomasson,MF,5,53
Ludovic Ajorque,FW,9,46
Martin Terrier,FW,9,36
Farid El Melali,MF,0,8
Gaetan Laborde,FW,11,85
Malik Tchokounte,FW,0,22
Kalidou Sidibe,MF,1,4
Nabil Fekir,MF,9,91
Sergi Palencia,DF,0,7
Youssouf Sabaly,DF,0,12
Anthony Briancon,DF,2,21
Gaetan Paquiez,DF,0,3
Jonathan Gradit,DF,0,2
Björn Engels,DF,1,9
Yannick Cahuzac,MF,1,3
Patrick Burner,DF,0,8
Pablo Martinez,DF,3,14
Otávio,MF,0,21
Jimmy Briand,FW,7,52
Samuel Kalu,FW,3,41
Enock Kwateng,DF,0,5
Cheick Traoré,DF,0,8
Daniel Congré,DF,2,15
Paul Baysse,DF,0,9
Wesley Said,FW,4,59
Remi Oudin,FW,10,78
Baptiste Reynet,GK,0,0
Manu García,MF,0,18
Corentin Jean,FW,0,14
Jordan Amavi,DF,0,23
Nicolas Pallois,DF,2,19
Andrei Girotto,MF,2,20
Anthony Limbombe,FW,1,42
Lucas Deaux,MF,3,18
Andy Delort,FW,14,118
Jordan Marié,MF,1,15
Walter Benítez,GK,0,0
Wylan Cyprien,MF,4,53
Jemerson,DF,0,7
Nicolas de Preville,FW,3,32
Steve Mandanda,GK,0,0
Boubacar Kamara,DF,1,11
Dimitri Payet,MF,4,40
Romain Del Castillo,FW,0,20
Yunis Abdelhamid,DF,0,19
Marc-Aurele Caillard,GK,0,0
Marcus Coco,FW,1,26
Paul Lasne,MF,2,23
William Saliba,DF,0,4
Christophe Herelle,DF,0,17
Valère Germain,FW,8,53
Mateo Pavlovic,DF,2,18
Régis Gurtner,GK,0,0
Baptiste Guillaume,FW,2,17
Jordan Ferri,MF,2,15
Antonin Bobichon,MF,7,36
Pedro Mendes,DF,1,8
Florent Mollet,MF,6,83
Thomas Foket,DF,0,2
Arbër Zeneli,FW,3,25
Benjamin Corgnet,MF,1,19
Abdoulaye Bamba,FW,0,7
Ismael Traoré,DF,3,15
Vincent Manceau,DF,1,16
Romain Thomas,DF,2,15
Pierrick Capelle,MF,3,28
Angelo Fulgini,MF,4,28
Thomas Mangani,MF,3,21
Lois Diony,FW,5,39
Anthony Lopes,GK,0,0
Marcelo,DF,0,25
Houssem Aouar,MF,7,70
Moussa Dembele,FW,15,90
Damien Da Silva,DF,2,14
Jeff Reine-Adelaide,FW,3,38
Timothée Kolodziejczak,DF,3,16
Thiago Mendes,MF,0,32
Sada Thioub,FW,3,35
Thomas Monconduit,MF,0,17
Clement Depres,FW,5,28
Yoel Armougom,DF,0,11
Romain Hamouma,FW,4,34
Florian Thauvin,FW,16,100
Felix Eboa Eboa,DF,3,12
Alexandre Mendy,FW,3,21
Jessy Deminguet,MF,0,7
Prince Oniangué,MF,2,23
Cédric Yambéré,DF,0,22
Benjamin Jeannot,FW,2,44
Mathieu Debuchy,DF,4,14
Anthony Goncalves,MF,5,14
Adil Rami,DF,1,14
Oussama Haddadi,DF,2,10
Saif-Eddine Khaoui,MF,3,26
Youcef Atal,DF,6,36
Youssouf Kone,DF,0,5
Stéphane Bahoken,FW,11,66
Renaud Ripart,FW,8,69
Ambroise Oyongo,DF,2,12
Ghislain Konan,DF,0,1
Xavier Chavalerin,MF,2,22
Tristan Dingome,MF,1,8
Suk Hyun-Jun,FW,3,21
Wahbi Khazri,FW,13,94
Ignatius Ganago,FW,2,27
Kamil Glik,DF,1,16
Hamari Traore,DF,0,29
Faycal Fajr,MF,5,51
Moussa Doumbia,FW,3,29
Kalifa Coulibaly,FW,8,56
Samuel Moutoussamy,MF,2,26
Sofiane Alakouch,DF,1,13
Denis Bouanga,FW,8,86
Alexander Djiku,DF,1,7
Issiaga Sylla,DF,2,16
Jason Denayer,DF,2,15
Léo Dubois,DF,1,18
Benoit Costil,GK,0,0
Andreas Cornelius,FW,3,22
Duje Caleta-Car,DF,0,9
Gen Shoji,DF,0,2
Stefan Mitrovic,DF,0,14
Matz Sels,GK,0,0
Boschilia,FW,4,40
Thiago Maia,MF,0,2
Marquinhos,DF,3,11
Presnel Kimpembe,DF,0,4
Hiroki Sakai,DF,1,6
Lukas Lerager,MF,0,11
Karl-Johan Johnsson,GK,0,0
Kwon Chang-Hoon,FW,2,20
Max Gradel,FW,11,120
Ole Selnaes,MF,0,12
Cheick Timite,FW,1,35
Paul Bernardoni,GK,0,0
Téji Savanier,MF,6,67
Arnaud Nordin,FW,3,41
Anthony Caci,DF,0,6
Dani Alves,MF,1,27
Juan Bernat,DF,1,5
Colin Dagba,DF,0,3
Layvin Kurzawa,DF,1,6
Ángel Di María,FW,12,98
Julian Draxler,MF,3,31
Leandro Paredes,MF,0,14
Marco Verratti,MF,0,3
Ferland Mendy,DF,2,23
Memphis Depay,FW,10,110
Benjamin Lecomte,GK,0,0
Valentin Rosier,DF,0,13
Moussa Sylla,FW,0,16
Jules Koundé,DF,0,13
Lucas Ocampos,FW,4,62
Benjamin André,MF,3,28
Hatem Ben Arfa,MF,7,54
Diego Carlos,DF,2,32
Boulaye Dia,FW,3,20
Xeka,MF,2,34
Djibril Sidibe,DF,0,18
Aleksandr Golovin,MF,3,50
Gelson Martins,FW,4,30
Jordan Ikoko,DF,0,4
Ruben Aguilar,DF,1,13
Ibrahim Sangare,MF,1,37
Kenny Lala,DF,5,24
Youssouf Fofana,MF,2,12
Ismaila Sarr,FW,8,54
Nicolas Pepe,FW,22,118
Hassane Kamara,DF,0,9
Rémy Cabella,MF,8,82
Christopher Jullien,DF,1,25
Thomas Meunier,DF,3,19
Eric Maxim Choupo-Moting,FW,3,25
Moussa Diaby,MF,2,23
Bertrand Traoré,FW,7,66
Morgan Sanson,MF,5,36
Bouna Sarr,DF,1,19
Jordan Lefort,DF,0,11
Theo Valls,MF,0,21
Ronny Rodelin,MF,0,27
Fouad Chafik,DF,0,9
Lamine Koné,DF,1,6
Benjamin Henrichs,DF,1,10
Christopher Nkunku,MF,3,23
Lucas Tousart,MF,0,24
Tomas Koubek,GK,0,0
Ramy Bensebaini,DF,1,16
Juan Ferney Otero,FW,2,54
Marcus Thuram,FW,9,63
Ellyes Skhiri,MF,3,25
Vukasin Jovanovic,DF,0,1
Francois Kamano,FW,10,81
Rachid Alioui,FW,5,52
Rúnar Alex Rúnarsson,GK,0,0
Kévin Monnet-Paquet,MF,1,20
Alphonse Areola,GK,0,0
Thiago Silva,DF,0,12
Edinson Cavani,FW,18,52
Nemanja Radonjic,FW,0,16
Bassem Srarfi,FW,1,11
Edouard Mendy,GK,0,0
Mathieu Cafaro,FW,7,70
Aaron Leya Iseka,FW,4,30
Malang Sarr,DF,1,9
Saman Ghoddos,FW,4,43
Pierre Lees-Melou,MF,2,39
Mike Maignan,GK,0,0
Rafael Leão,FW,8,37
Kévin Zohi,FW,1,17
Maxwel Cornet,FW,7,47
Maxime Lopez,MF,1,13
Emil Krafth,DF,1,10
Youri Tielemans,MF,5,34
Erik Pieters,DF,1,12
Brice Samba,GK,0,0
Sheyi Ojo,FW,0,14
Jean-Victor Makengo,FW,1,13
Allan Saint-Maximin,FW,6,75
Adrien Tameze,MF,0,19
Boubakary Soumare,MF,1,3
Kevin Strootman,MF,1,16
Naim Sliti,MF,3,62
Ismael Diomande,MF,0,9
Loïck Landre,DF,3,7
Yacine Bammou,FW,2,17
Romain Amalfitano,MF,0,19
John Bostock,MF,0,7
Wes Morgan,DF,0,12
Jack Wilshere,MF,1,15
Andrew Surman,MF,2,18
Glenn Murray,FW,12,52
Gareth Barry,MF,1,16
Nathan Dyer,MF,0,10
Collin Quaner,FW,0,16
Simon Francis,DF,0,13
Peter Crouch,FW,5,23
Ashley Williams,DF,1,13
Yohan Cabaye,MF,0,38
Leighton Baines,DF,2,7
Pablo Zabaleta,DF,0,6
Danny Williams,MF,0,12
Darren Fletcher,MF,1,11
Wilfried Bony,FW,2,19
José Holebas,DF,0,17
Sebastian Prödl,DF,0,8
Mohamed Diamé,MF,2,20
Steven Defour,MF,1,19
Chris Brunt,MF,0,24
Wayne Routledge,MF,0,5
Luciano Narsingh,FW,1,9
Marc Pugh,MF,0,19
Christian Eriksen,MF,10,96
Sergio Agüero,FW,21,95
Antonio Valencia,DF,3,16
Petr Cech,GK,0,0
Jordon Ibe,MF,2,54
Ki Sung-yueng,MF,2,20
Davy Pröpper,MF,0,36
Claudio Yacob,MF,0,7
Ryan Shawcross,DF,1,24
Mousa Dembélé,MF,0,11
Marouane Fellaini,MF,4,10
Aaron Mooy,MF,4,29
Hal Robson-Kanu,FW,2,19
Rajiv van La Parra,FW,3,44
Ragnar Klavan,DF,1,1
Grzegorz Krychowiak,MF,0,15
Jermain Defoe,FW,4,27
Beram Kayal,MF,0,4
Chris Löwe,DF,0,8
Christopher Schindler,DF,0,10
Laurent Depoitre,FW,6,24
Moritz Bauer,DF,0,3
Simon Mignolet,GK,0,0
Christian Benteke,FW,3,59
Jack Butland,GK,0,0
Will Hughes,MF,2,12
Martin Kelly,DF,0,5
Jeffrey Schlupp,DF,0,15
James Tomkins,DF,3,22
Joel Ward,DF,0,5
James McArthur,MF,5,30
Luka Milivojevic,MF,10,42
José Izquierdo,MF,5,52
Wesley Hoedt,DF,0,15
Victor Moses,DF,3,35
Charlie Daniels,DF,1,20
Timothy Fosu-Mensah,DF,0,8
Jan Vertonghen,DF,0,24
Dejan Lovren,DF,2,13
Emre Can,MF,3,27
Kevin Wimmer,DF,0,1
Orestis Karnezis,GK,0,0
Willian,FW,6,54
Adrian Mariappa,DF,0,10
Tomer Hemed,FW,2,17
Cesc Fàbregas,MF,2,38
Victor Wanyama,MF,1,11
Ander Herrera,MF,0,12
Laurent Koscielny,DF,2,9
Steve Mounie,FW,7,49
Morgan Schneiderlin,MF,0,5
Christian Fuchs,DF,0,11
Mamadou Sakho,DF,1,3
Bakary Sako,FW,3,17
Kieran Gibbs,DF,0,9
Geoff Cameron,DF,0,5
Mesut Özil,MF,4,39
André Carrillo,FW,1,23
Christian Atsu,FW,2,35
Patrick van Aanholt,DF,5,33
DeAndre Yedlin,DF,0,6
Florent Hadergjonaj,DF,0,9
Leroy Fer,MF,1,12
Stefano Okaka,FW,1,10
Sofiane Boufal,FW,2,30
Wilfried Zaha,FW,9,64
Jordan Ayew,FW,7,65
Shinji Okazaki,MF,6,28
Daryl Janmaat,DF,3,24
Ahmed Hegazy,DF,2,14
Mike van der Hoorn,DF,1,10
Bruno Martins Indi,DF,0,4
Cuco Martina,DF,0,2
Serge Aurier,DF,2,15
Fernando Llorente,FW,1,6
Alberto Moreno,DF,0,12
Thibaut Courtois,GK,0,0
Héctor Bellerín,DF,2,29
Nacho Monreal,DF,5,21
Vicente Iborra,MF,3,14
Eden Hazard,FW,12,71
Mat Ryan,GK,0,0
Etienne Capoue,MF,1,23
Erik Lamela,FW,2,20
Scott Arfield,MF,2,18
Florian Lejeune,DF,0,13
Joselu,FW,4,47
Hugo Lloris,GK,0,0
Ben Davies,DF,2,18
Davinson Sánchez,DF,0,9
Dele Alli,MF,9,69
Eric Dier,MF,0,32
Harry Winks,MF,0,3
Son Heung-Min,FW,12,75
Romelu Lukaku,FW,16,86
Marcos Alonso,DF,7,65
Ruben Loftus-Cheek,MF,2,32
Pierre-Emile Højbjerg,MF,0,16
Cédric Soares,DF,0,23
Joseph Gomez,DF,0,5
Andrew Robertson,DF,1,12
Jordan Henderson,MF,1,15
James Milner,MF,0,21
Alex Oxlade-Chamberlain,DF,3,47
Roberto Firmino,FW,15,84
Mohamed Salah,FW,32,143
Loris Karius,GK,0,0
Adrián,MF,0,0
Sead Kolasinac,DF,2,21
Granit Xhaka,MF,1,66
Alexandre Lacazette,FW,14,67
Phil Jagielka,DF,0,7
Andre Gray,FW,5,34
Charlie Austin,FW,7,47
Tommy Smith,DF,0,8
Ederson,DF,0,0
Manuel Lanzini,MF,5,44
Kurt Zouma,DF,1,20
Declan Rice,DF,0,5
Lukasz Fabianski,GK,0,0
Aaron Cresswell,DF,1,21
Angelo Ogbonna,DF,1,9
Michail Antonio,FW,3,34
Mark Noble,MF,4,15
Craig Dawson,DF,2,15
Joe Allen,MF,2,24
Sam Clucas,MF,3,18
Tom Ince,MF,2,70
Kevin De Bruyne,MF,8,93
Bernardo Silva,FW,6,25
Fernandinho,MF,5,47
Gabriel Jesus,FW,13,55
Raheem Sterling,FW,18,87
Kelechi Iheanacho,MF,3,29
Marc Albrighton,MF,2,20
Wilfred Ndidi,MF,0,41
Jamie Vardy,FW,20,70
Ayoze Pérez,MF,8,60
Ryan Bertrand,DF,0,20
Shane Duffy,DF,0,28
Lewis Dunk,DF,1,27
Pascal Groß,MF,7,43
Johann Berg Gudmundsson,MF,2,52
James Tarkowski,DF,0,18
Wayne Hennessey,GK,0,0
Nick Pope,GK,0,0
Kevin Long,DF,1,10
Matthew Lowton,DF,0,3
Ben Mee,DF,0,24
Jack Cork,MF,2,16
Ashley Westwood,MF,0,8
Ashley Barnes,FW,9,61
Solly March,MF,1,28
Dale Stephens,MF,0,19
Erik Pieters,DF,0,3
Ben Foster,GK,0,0
Kiko Femenía,DF,1,9
Christian Kabasele,DF,2,10
Tom Cleverley,MF,1,16
Robert Elliot,GK,0,0
Anthony Knockaert,MF,3,46
Alfie Mawson,DF,2,19
Jay Rodriguez,FW,7,69
Moussa Sissoko,MF,1,19
Oliver Burke,FW,0,4
Shkodran Mustafi,DF,3,13
James Ward-Prowse,FW,3,28
Dan Gosling,MF,2,23
Lys Mousset,MF,2,22
Fraser Forster,GK,0,0
Alex McCarthy,GK,0,0
Jack Stephens,DF,2,11
Nathan Redmond,FW,1,44
Oriol Romeu,MF,1,27
Shane Long,FW,2,32
James McClean,MF,1,30
Phil Jones,DF,0,2
Jesse Lingard,MF,8,56
Juan Mata,FW,3,28
Nemanja Matic,MF,1,18
Paul Pogba,MF,6,76
Anthony Martial,FW,9,49
Marcus Rashford,FW,7,62
Benik Afobe,FW,0,7
Scott Malone,DF,0,8
Fabian Delph,DF,1,10
Michael Keane,DF,0,15
Jonjoe Kenny,DF,0,3
Asmir Begovic,GK,0,0
Jonathan Hogg,MF,0,11
Mason Holgate,DF,0,5
Kyle Naughton,DF,0,12
Alex Iwobi,FW,3,45
Tiemoué Bakayoko,MF,2,40
Richarlison,FW,5,95
Gylfi Sigurdsson,MF,4,39
Tom Davies,MF,2,21
Dominic Calvert-Lewin,FW,4,42
Demarai Gray,MF,3,36
Abdoulaye Doucouré,MF,7,46
Andros Townsend,FW,2,62
David Silva,MF,9,54
Ashley Young,DF,2,18
Aaron Ramsey,MF,7,56
Pedro,FW,4,56
Roberto Pereyra,MF,5,33
Troy Deeney,FW,5,36
Maya Yoshida,DF,2,19
Sam Vokes,FW,4,30
Manolo Gabbiadini,FW,5,22
Kieran Trippier,DF,0,7
Chris Smalling,DF,4,13
Ainsley Maitland-Niles,DF,0,5
Gaëtan Bong,DF,0,4
Steve Cook,DF,2,21
Ciaran Clark,DF,2,11
Paul Dummett,DF,0,4
Federico Fernández,DF,1,8
Jamaal Lascelles,DF,3,12
Javier Manquillo,DF,0,2
Isaac Hayden,MF,1,14
Matt Ritchie,MF,3,58
Jonjo Shelvey,MF,1,42
Gary Cahill,DF,0,10
Callum Wilson,FW,8,54
Adam Smith,DF,1,13
Lewis Cook,MF,0,18
Ryan Fraser,MF,5,31
Robbie Brady,MF,1,24
Jeff Hendrick,MF,2,26
Jake Livermore,MF,2,15
Jacob Murphy,FW,1,23
Matt Phillips,MF,2,28
Dwight Gayle,FW,6,57
Philip Billing,MF,0,7
Saido Berahino,FW,0,10
Marko Arnautovic,FW,11,71
Junior Stanislas,MF,5,44
Dominic Solanke,FW,1,22
Stephen Ward,DF,1,7
Sadio Mané,FW,10,70
Riyad Mahrez,MF,12,74
Victor Lindelöf,DF,0,1
Idrissa Gueye,MF,2,24
Cheikhou Kouyaté,MF,2,22
Danny Simpson,DF,0,3
Tom Carroll,MF,0,20
Dusan Tadic,MF,6,40
Ilkay Gündogan,MF,4,35
Steven Davis,MF,3,13
Antonio Rüdiger,DF,2,16
Andy Carroll,FW,3,28
Scott Dann,DF,1,19
Joshua King,MF,8,51
Elias Kachunga,FW,1,12
Trent Alexander-Arnold,DF,1,12
Georginio Wijnaldum,MF,1,38
John Stones,DF,0,11
Kyle Walker,DF,0,13
Leroy Sané,FW,10,56
Kasper Schmeichel,GK,0,0
Jordan Pickford,GK,0,0
Ben Chilwell,DF,0,6
Harry Maguire,DF,2,29
Nathan Aké,DF,2,18
Álvaro Morata,FW,11,79
Harry Kane,FW,30,183
Xherdan Shaqiri,FW,8,69
Nicolás Otamendi,DF,4,32
David de Gea,GK,0,0
César Azpilicueta,DF,2,13
Davide Zappacosta,DF,1,25
Arthur Masuaku,DF,0,9
Chris Wood,FW,10,40
Mario Lemina,MF,1,23
Tammy Abraham,FW,5,42
Winston Reid,DF,0,5
Yannick Bolasie,FW,1,19
Adrián,DF,1,10
Nino,MF,0,3
Víctor Rodríguez,MF,0,0
Filip Malbasic,FW,0,9
Dimitrios Siovas,DF,2,29
Dani Calvo,DF,2,8
Roberto López,MF,3,14
Sergio Gómez,MF,0,9
Idrissa Doumbia,MF,0,4
Modibo Sagnan,DF,0,5
Aarón Martín,DF,0,5
Kévin Rodrigues,MF,1,10
Fabián Orellana,MF,6,30
Lionel Messi,FW,30,195
Sergio Ramos,DF,2,17
Kevin Gameiro,FW,4,16
Emiliano Rigoni,MF,1,16
Deyverson,FW,1,14
Jonathan Calleri,FW,5,48
Miralem Pjanic,MF,0,16
Facundo Roncaglia,DF,1,13
Takashi Inui,MF,1,37
Yoshinori Muto,FW,1,22
Manu García,MF,0,11
Sergi Enrich,FW,3,45
Miguel Baeza,MF,1,11
Gabriel,MF,4,15
Mouctar Diakhaby,DF,1,11
Hugo Guillamón,DF,1,7
Toni Lato,DF,1,2
Thierry Correia,DF,1,8
Loren Morón,FW,1,24
Yangel Herrera,MF,3,33
Shinji Okazaki,FW,1,19
Dimitri Foulquier,DF,0,8
Yunus Musah,MF,1,7
Denis Cheryshev,MF,0,20
Maxi Gómez,FW,7,54
Rober Correa,DF,0,6
Manu Vallejo,FW,5,19
Edu Expósito,MF,0,43
Anaitz Arbilla,DF,0,27
Sergio Álvarez,MF,0,6
Lee Kang-In,FW,0,25
Rodrigo Battaglia,MF,1,16
Pablo Maffeo,DF,1,11
Takefusa Kubo,MF,1,23
Fede Vico,MF,0,10
Bruno,DF,1,5
Ángel,FW,5,38
Remiro,GK,0,0
Aritz Elustondo,DF,1,5
Jon Bautista,FW,0,12
Iván Villar,GK,0,0
Nacho Monreal,DF,1,12
Adnan Januzaj,FW,4,32
Andoni Gorosabel,DF,0,9
Robin Le Normand,DF,0,18
Aihen Muñoz,DF,0,4
Ander Guevara,MF,1,9
Igor Zubeldia,DF,1,9
Martín Zubimendi,MF,0,7
Mikel Oyarzabal,FW,11,62
Portu,FW,8,31
Jon Guridi,MF,0,8
Clement Lenglet,DF,1,11
Gerard Piqué,DF,0,9
Sergi Roberto,DF,1,5
Ousmane Dembélé,FW,6,55
Luuk de Jong,FW,4,32
Martin Braithwaite,FW,2,23
Sergiño Dest,DF,2,14
Ander Barrenetxea,MF,3,23
Ronald Araújo,DF,2,12
Pedri,MF,3,25
Óscar Mingueza,DF,2,12
Jeison Murillo,DF,2,9
Santi Mina,FW,12,45
Denis Suárez,MF,0,16
Joseph Aidoo,DF,0,9
Nolito,MF,7,55
Renato Tapia,MF,0,17
Néstor Araújo,DF,0,6
Augusto Solari,MF,2,5
Rubén Blanco,GK,0,0
Hugo Mallo,DF,3,20
Fran Beltrán,MF,3,19
Iago Aspas,FW,14,51
Javi Galán,DF,1,9
Javi Sánchez,DF,0,3
Sergio León,FW,2,19
Roque Mesa,MF,1,26
Jawad El Yamiq,DF,0,8
Luis Pérez,DF,0,2
Jordi Masip,GK,0,0
Rubén Alcaraz,MF,1,28
Pablo Hervías,DF,0,14
Óscar Plano,MF,5,40
Kike Pérez,MF,0,15
Jon Morcillo,MF,2,24
Juan Miranda,DF,1,10
Claudio Bravo,GK,0,0
Joel Robles,GK,0,0
Marc Bartra,DF,0,10
Sergio Canales,MF,8,47
Andrés Guardado,MF,1,11
Diego Lainez,FW,0,13
Joaquín,FW,2,10
William Carvalho,MF,2,15
Víctor Ruiz,DF,2,4
Álex Moreno,DF,0,11
Nabil Fekir,MF,5,86
Thibaut Courtois,GK,0,0
Cristian Tello,FW,5,35
Aitor Ruibal,FW,2,33
Unai López,MF,3,25
Juanmi,FW,2,14
Borja Iglesias,FW,11,38
Sergi Guardiola,FW,1,36
Ferland Mendy,DF,1,12
Nacho,DF,0,8
Jesús Vallejo,DF,0,1
Marcelo,DF,0,12
Isco,MF,0,20
Marco Asensio,FW,5,39
Casemiro,MF,6,46
Toni Kroos,MF,3,34
Luka Modric,MF,5,45
Federico Valverde,MF,3,21
Lucas Vázquez,DF,2,21
